employee_id,department,job_role_level,education_level,performance_rating,years_at_company,years_since_last_promotion,monthly_salary_kes,overtime_hours_per_month,job_satisfaction_score,work_life_balance_score,distance_from_home_km,num_companies_worked_previously,remote_work_days_per_week,bonus_amount_kes,attrition
230,Finance,Junior,Bachelor's,Average,3.5,2.0,50344.0,9.8,3.2,3.9,19.3,3,4,12323.81453318736,No
231,Sales,Mid,Bachelor's,Average,6.9,5.0,119222.0,20.7,3.6,,1.6,2,5,25642.1339974134,No
232,HR,Lead,Diploma,Average,6.5,2.0,179040.0,1.7,2.1,3.4,10.7,1,3,36434.48586992351,No
233,Sales,Junior,Diploma,High,3.0,1.6,59259.0,15.6,3.5,3.0,5.1,0,4,2927.8692652733644,No
234,Engineering,Senior,Master's,Average,5.2,3.6,64974.0,9.6,4.7,3.2,9.2,2,0,18952.135496604824,No
235,Sales,Mid,Bachelor's,High,5.3,2.8,87040.0,12.6,2.6,4.1,13.7,2,0,15999.817470791391,No
236,Finance,Mid,Bachelor's,Average,15.1,3.5,113881.0,16.6,3.1,3.8,4.5,4,4,40528.12313302697,No
237,Engineering,Junior,Bachelor's,High,5.1,2.5,68210.0,12.5,4.7,2.8,9.2,3,2,16827.174495554533,No
238,Engineering,Lead,Bachelor's,Average,14.7,5.5,188162.0,32.9,4.3,5.0,7.5,4,3,9501.497194004702,No
239,Sales,Junior,PhD,Outstanding,7.0,4.8,24955.0,14.9,2.6,3.1,8.0,1,5,44420.5279120622,No
240,Sales,Mid,Bachelor's,Average,1.7,0.9,117199.0,17.1,3.8,2.6,4.0,0,1,10794.830491056788,No
241,Engineering,Junior,Master's,Outstanding,8.4,3.9,52718.0,9.6,2.6,3.4,21.5,2,5,45805.71780083907,No
242,Sales,Senior,Bachelor's,Average,7.1,1.7,95063.0,14.1,5.0,3.4,9.0,3,4,20934.62155597051,No
243,Finance,Senior,Master's,Average,3.9,2.2,102843.0,16.5,2.8,3.4,12.2,2,2,34537.48899238502,Yes
244,Operations,Mid,Diploma,Average,3.6,2.6,64532.0,19.9,2.8,3.7,6.0,1,2,,No
245,Sales,Mid,Master's,High,1.9,0.7,98587.0,11.5,5.0,2.7,4.9,1,3,36363.6173795385,No
246,Operations,Mid,Diploma,Average,1.4,0.5,112861.0,27.7,1.8,4.6,20.9,1,2,,Yes
247,Sales,Junior,Diploma,Low,1.1,0.7,27289.0,23.8,1.2,4.3,24.5,0,1,9130.157459053971,Yes
248,HR,Senior,Bachelor's,Outstanding,4.3,0.9,189451.0,6.5,3.5,3.2,11.2,5,5,50284.727925999585,No
249,Sales,Mid,Bachelor's,High,1.2,1.0,83203.0,35.4,3.7,5.0,1.3,1,4,52381.92793057887,No
250,Operations,Senior,Bachelor's,High,1.0,0.3,113371.0,2.2,3.5,,27.0,2,4,,No
251,Operations,Mid,Diploma,Average,3.6,3.0,100839.0,3.1,2.6,3.7,5.6,0,2,,No
252,Engineering,Junior,Master's,Outstanding,6.0,2.4,56389.0,9.0,4.8,2.6,4.5,3,1,11276.876532126196,No
253,HR,Junior,Diploma,Average,1.8,1.2,36118.0,28.4,4.1,2.8,8.2,2,0,25569.080930354077,No
254,Operations,Junior,Bachelor's,Average,8.3,3.0,26596.0,2.9,3.4,4.5,12.7,2,3,,No
255,Finance,Junior,Bachelor's,High,10.2,8.1,42599.0,31.9,3.0,3.4,10.3,1,5,28058.98302567124,No
256,Operations,Mid,Bachelor's,High,5.1,4.1,60338.0,15.8,4.8,3.5,9.4,1,1,,No
257,Engineering,Junior,Bachelor's,Low,6.0,3.8,52540.0,10.6,5.0,2.3,13.7,1,4,47557.570639338934,No
258,Operations,Junior,Diploma,Average,6.2,1.4,40467.0,13.8,2.2,1.8,12.6,1,1,,No
259,Engineering,Senior,Master's,Outstanding,3.4,0.7,106384.0,5.6,2.0,2.7,6.1,0,3,23132.90492522705,No
260,Finance,Junior,Master's,High,4.4,2.2,21037.0,7.9,3.2,2.7,22.1,0,0,71600.01209798317,No
261,Operations,Lead,PhD,Outstanding,1.2,0.6,184303.0,9.3,3.2,3.2,11.5,4,2,,No
262,Engineering,Mid,Master's,High,4.8,3.6,81944.0,14.8,4.0,2.8,13.0,1,2,21166.650975463323,No
263,Engineering,Senior,Bachelor's,High,6.9,3.1,161709.0,20.3,2.5,3.6,3.7,1,0,76717.6431794226,No
264,Finance,Mid,Bachelor's,Average,3.6,1.8,63784.0,47.3,2.6,3.1,5.3,1,5,26963.515756314053,No
265,HR,Junior,Diploma,Average,4.8,1.3,70783.0,6.0,4.2,2.9,7.7,1,5,97260.84753414022,No
266,Operations,Mid,Bachelor's,High,0.7,0.3,76936.0,12.6,1.9,5.0,15.9,1,3,,No
267,Operations,Junior,Bachelor's,Average,1.6,0.8,20000.0,32.7,2.5,4.7,20.0,1,3,,No
268,Engineering,Senior,Master's,Average,23.7,11.0,156809.0,17.7,4.5,2.9,18.2,0,4,34309.93095427504,No
269,Operations,Lead,Bachelor's,Average,2.7,0.5,155073.0,5.9,2.5,1.0,9.1,0,2,,Yes
270,Sales,Lead,Master's,High,5.7,4.8,212542.0,27.7,2.8,1.5,10.3,0,0,21623.2036263653,Yes
271,Sales,Senior,Diploma,Average,1.8,1.4,162994.0,23.4,1.0,3.8,5.4,3,0,25579.43144445535,Yes
272,Sales,Senior,Master's,High,7.4,6.4,36025.0,4.8,3.1,4.8,4.6,2,0,9725.257667184176,No
273,Operations,Mid,Master's,Average,6.7,1.8,69115.0,3.5,4.5,5.0,16.4,1,1,,No
274,Operations,Mid,Bachelor's,Average,5.9,4.8,80895.0,0.9,2.5,1.0,4.9,4,5,,Yes
275,Finance,Junior,PhD,Average,1.8,0.5,66663.0,40.1,1.5,2.0,11.6,2,2,34982.63667013319,No
276,Engineering,Senior,Bachelor's,Low,9.0,2.0,184495.0,12.0,3.7,3.7,8.0,0,5,17081.536635577642,No
277,Finance,Lead,Master's,Outstanding,3.2,2.0,248727.0,21.3,3.2,2.6,18.6,1,3,14125.858371785069,No
278,Engineering,Lead,Diploma,Average,8.9,7.4,151335.0,19.3,4.9,3.3,11.3,2,3,5849.696750242196,No
279,HR,Mid,Diploma,Average,7.2,1.9,87568.0,16.8,3.8,2.3,22.1,0,3,18348.16895525709,No
280,Sales,Senior,Bachelor's,High,4.6,1.1,81699.0,3.8,3.4,,20.6,2,3,48485.76261882366,No
281,Sales,Mid,Master's,Average,2.3,1.9,98112.0,39.7,4.2,1.2,8.4,3,0,28553.653002723648,No
282,Sales,Senior,Bachelor's,Low,3.5,1.0,148610.0,15.8,3.8,5.0,14.2,6,3,9118.151808016011,Yes
283,HR,Junior,Bachelor's,High,3.4,2.6,41011.0,7.6,2.1,3.3,10.0,2,1,9879.031727488562,No
284,Operations,Senior,PhD,High,3.1,2.2,106018.0,18.3,3.8,1.3,13.4,3,2,,No
285,Operations,Mid,Bachelor's,Average,3.3,1.2,97836.0,15.8,4.2,2.0,9.3,2,0,,No
286,Sales,Mid,Diploma,Average,7.1,5.3,58156.0,9.1,3.7,5.0,1.8,1,0,26771.237510889743,No
287,HR,Lead,Bachelor's,Average,5.7,3.4,159370.0,9.6,2.5,2.7,6.2,2,4,29674.22817070616,No
288,Sales,Mid,Diploma,High,9.4,8.4,82073.0,13.8,4.8,3.7,17.4,1,5,27949.23639810194,No
289,Sales,Mid,Bachelor's,High,2.3,2.1,96433.0,3.9,3.3,4.0,8.9,3,5,70777.33413782416,Yes
290,Sales,Senior,Bachelor's,Average,6.9,4.3,103454.0,20.4,3.0,2.9,2.8,3,1,8977.167676826562,No
291,Engineering,Junior,Diploma,Outstanding,3.2,1.4,61043.0,13.4,4.2,3.7,4.6,1,5,18001.85978407954,No
292,Engineering,Mid,Master's,High,3.0,0.7,65226.0,4.3,3.6,3.7,17.2,2,5,59600.669630137636,No
293,Sales,Junior,Diploma,Outstanding,2.9,2.3,57968.0,14.8,5.0,1.2,13.6,1,0,15787.953248179978,No
294,Operations,Mid,Bachelor's,High,3.9,2.5,83030.0,5.4,3.4,3.9,17.3,0,0,,No
295,HR,Mid,Master's,Outstanding,4.1,2.7,111086.0,36.1,1.9,2.3,1.9,0,1,11517.614756928571,No
296,Finance,Lead,Master's,Average,2.1,1.4,164017.0,20.5,3.9,3.9,19.7,2,5,11358.024335278737,No
297,Engineering,Junior,Master's,High,4.4,2.8,28357.0,13.0,4.6,4.2,0.6,0,3,6718.232741860792,No
298,Sales,Mid,Bachelor's,Outstanding,1.4,1.2,95053.0,10.3,2.7,2.9,8.5,2,0,33857.29497956102,No
299,Engineering,Senior,Diploma,Average,11.3,9.4,90840.0,4.3,4.7,4.9,14.1,0,5,5565.6273798247985,No
300,Sales,Lead,Diploma,Average,14.1,6.8,219228.0,10.7,3.8,3.0,12.0,1,1,116758.053750026,No
301,Finance,Junior,Diploma,Average,7.8,2.4,67836.0,28.7,3.5,,36.0,1,2,13512.93597069854,No
302,Sales,Senior,Bachelor's,High,4.4,2.2,148248.0,8.5,3.7,,3.7,1,4,14015.88631519485,No
303,Operations,Junior,Bachelor's,Average,8.6,4.2,20000.0,23.8,3.5,,13.5,3,5,,No
304,Operations,Senior,Master's,Low,6.8,3.8,133685.0,8.4,4.4,3.1,15.8,1,0,,No
305,HR,Mid,Diploma,Low,3.9,3.4,48590.0,37.2,3.7,1.5,1.9,3,1,32575.859270581004,No
306,Finance,Mid,Master's,Average,2.7,1.3,107353.0,19.5,2.4,3.5,15.5,1,4,29847.250234896874,No
307,Engineering,Junior,Bachelor's,Average,5.0,2.9,41730.0,18.1,3.6,4.1,12.6,1,1,9098.053341801527,No
308,HR,Senior,Bachelor's,Average,0.1,0.1,90717.0,5.1,3.1,3.7,3.5,3,4,36177.4618500367,No
309,Operations,Junior,Bachelor's,Average,1.8,0.6,30091.0,35.3,3.1,3.2,23.6,1,4,,No
310,Finance,Mid,Diploma,High,12.7,3.4,63442.0,9.5,4.5,3.2,4.1,2,2,75582.08594473511,No
311,Finance,Junior,Bachelor's,Average,10.3,8.7,39382.0,36.7,5.0,3.9,1.0,1,3,18278.8828254924,No
312,Sales,Lead,Bachelor's,Low,2.9,2.2,199854.0,28.3,2.5,3.0,32.8,3,1,77957.70648598329,Yes
313,Sales,Junior,Diploma,High,9.4,2.3,32443.0,14.8,4.7,3.2,9.0,2,3,18944.52050604298,No
314,Engineering,Junior,Bachelor's,Average,3.6,2.4,59473.0,0.1,2.4,4.4,2.9,1,3,16563.89067683301,No
315,Engineering,Junior,Master's,Average,6.5,2.2,29727.0,11.1,1.9,,11.0,1,0,41321.00004615553,No
316,Engineering,Mid,Bachelor's,Average,4.2,2.3,68936.0,24.9,1.7,3.4,8.2,0,1,9040.467490052013,No
317,HR,Mid,Bachelor's,Average,2.4,1.3,61239.0,23.9,3.1,,14.4,2,5,19840.975495182625,No
318,Sales,Junior,Master's,High,10.9,8.0,54761.0,12.0,3.9,5.0,15.6,3,1,6170.166154549742,Yes
319,Sales,Mid,Bachelor's,High,0.8,0.2,77381.0,29.2,3.1,5.0,5.4,2,3,7440.161018700796,No
320,Engineering,Mid,Diploma,Average,2.5,1.9,122136.0,8.3,2.0,2.4,35.6,1,1,34844.338681406814,Yes
321,Operations,Mid,Master's,High,6.8,6.0,84124.0,30.0,3.3,3.4,7.8,2,3,,No
322,Sales,Junior,Diploma,Average,4.2,0.9,41352.0,25.7,5.0,1.3,11.1,0,3,14620.721703554476,No
323,Engineering,Mid,Master's,Average,9.5,8.4,75288.0,14.7,3.7,3.4,5.4,2,3,56730.51265447541,No
324,Sales,Senior,Bachelor's,High,2.8,1.0,137140.0,13.0,3.8,3.2,60.0,2,1,31920.728323256146,No
325,Operations,Lead,Diploma,Outstanding,7.5,5.5,188607.0,7.2,2.9,3.4,27.1,1,2,,No
326,Engineering,Senior,Bachelor's,High,8.8,3.9,119483.0,15.1,3.7,4.1,4.6,1,3,6010.069056301308,No
327,Engineering,Junior,Bachelor's,High,7.3,1.9,32039.0,29.6,2.3,1.3,9.9,1,3,21003.076575325354,No
328,Operations,Mid,Bachelor's,Average,1.0,0.5,83114.0,2.7,3.4,4.3,17.5,3,0,,No
329,Engineering,Senior,Diploma,High,7.1,6.1,97541.0,7.5,2.3,3.4,9.7,0,1,16762.667077797458,No
330,Engineering,Mid,Bachelor's,Average,3.2,2.2,89040.0,17.6,4.5,5.0,25.7,1,2,7075.03761204861,No
331,Operations,Mid,Bachelor's,Outstanding,1.1,0.7,75504.0,11.5,4.1,4.4,19.8,2,4,,No
332,HR,Junior,Bachelor's,Average,5.0,1.6,20000.0,20.5,4.6,2.5,10.0,1,3,37535.79558380847,No
333,Operations,Mid,Master's,High,6.2,4.9,77298.0,21.8,4.5,3.3,30.3,1,1,,No
334,Engineering,Mid,Bachelor's,Outstanding,5.6,4.9,90854.0,6.5,4.5,4.4,10.4,1,1,14632.276383741817,No
335,Engineering,Junior,Bachelor's,Average,23.0,15.0,54325.0,15.9,1.0,3.6,25.4,2,2,28993.596375204208,Yes
336,Engineering,Junior,Master's,Average,5.4,4.4,56716.0,4.2,2.4,3.5,8.6,0,4,9845.55932769039,No
337,Sales,Mid,Diploma,High,5.6,4.8,89583.0,3.6,3.7,3.9,10.1,3,5,34640.39840479216,No
338,Operations,Mid,Bachelor's,High,4.2,1.8,75170.0,15.8,1.0,1.2,8.4,2,3,,No
339,Operations,Senior,Master's,Average,6.6,3.3,168302.0,23.8,4.3,3.1,2.1,1,1,,No
340,Operations,Senior,Diploma,High,3.6,2.6,141757.0,8.9,4.9,4.3,8.7,2,2,,No
341,Operations,Mid,Master's,High,4.3,2.8,69965.0,32.6,1.7,2.9,32.5,0,2,,Yes
342,Engineering,Junior,Bachelor's,Outstanding,8.3,6.4,56245.0,19.0,3.7,3.6,2.9,2,2,27876.42073915408,No
343,Operations,Mid,Bachelor's,Average,9.8,7.4,84866.0,16.8,3.2,3.9,9.8,1,5,,No
344,HR,Junior,Master's,High,5.4,2.4,60633.0,15.6,4.5,3.6,25.7,2,4,18475.795463113158,No
345,Engineering,Mid,Bachelor's,High,4.1,1.2,68030.0,15.0,3.0,3.1,8.5,2,0,21342.12911469374,No
346,Engineering,Mid,Master's,Average,1.0,0.6,79663.0,12.7,2.5,,3.2,1,1,24064.618333145816,No
347,Sales,Junior,Bachelor's,High,4.1,1.2,41078.0,31.4,2.9,3.2,23.9,3,1,61660.51606304442,No
348,Finance,Mid,Master's,Average,10.1,3.6,82074.0,3.8,1.8,3.5,5.4,1,5,58966.728699291285,No
349,Operations,Junior,Bachelor's,High,2.7,2.4,43363.0,7.3,2.8,,7.7,2,4,,No
350,Engineering,Senior,Diploma,Average,3.0,0.9,161048.0,13.9,3.4,3.2,13.7,1,5,34262.98479299876,No
351,Engineering,Senior,Bachelor's,Average,4.1,3.2,135265.0,12.2,3.7,2.9,15.1,1,4,58596.75840323136,No
352,Sales,Senior,Master's,Low,6.6,3.6,209397.0,54.4,2.3,4.5,11.1,2,4,12503.739806267826,Yes
353,HR,Junior,Master's,High,9.0,5.5,40077.0,7.8,3.5,,19.0,1,5,68675.64032828769,No
354,Operations,Junior,Bachelor's,Outstanding,5.7,4.3,69109.0,22.0,4.7,,1.7,2,0,,No
355,Finance,Mid,Bachelor's,Average,11.5,8.9,139056.0,50.4,3.4,4.5,7.2,4,3,17512.11616553676,Yes
356,Engineering,Mid,Diploma,Average,8.1,7.1,86733.0,13.9,2.7,1.5,14.4,4,2,82852.03212119259,No
357,Operations,Junior,Bachelor's,High,1.5,0.4,50826.0,10.2,2.4,3.0,18.7,2,5,,No
358,Engineering,Lead,Master's,High,1.5,0.3,91457.0,1.8,3.5,3.1,2.3,0,4,31103.614859379137,No
359,Operations,Lead,Master's,Low,7.1,3.7,124385.0,14.8,4.3,3.6,5.5,0,4,,No
360,Sales,Lead,Diploma,High,9.3,7.0,182709.0,23.2,4.0,3.6,10.4,3,3,24904.328247019006,No
361,Engineering,Lead,Bachelor's,Average,5.7,4.0,172621.0,13.5,1.6,2.2,19.0,1,1,23085.605657922333,No
362,Operations,Mid,Bachelor's,Average,1.9,0.7,55011.0,13.4,3.0,2.1,11.1,3,3,,No
363,Finance,Junior,Diploma,Average,3.2,2.7,20697.0,10.3,2.9,3.8,14.8,0,0,43456.59170987306,No
364,Finance,Junior,Bachelor's,Average,2.1,1.0,27050.0,17.8,3.8,5.0,7.4,2,5,12501.106365702433,No
365,Sales,Junior,Bachelor's,High,16.7,5.2,46462.0,14.1,3.8,4.1,5.4,2,5,37235.36678215996,No
366,Engineering,Mid,Bachelor's,Low,2.2,0.5,83476.0,24.0,5.0,2.8,7.9,0,0,69211.47194250797,No
367,Sales,Mid,Bachelor's,High,12.3,7.2,103215.0,24.4,3.6,5.0,28.3,2,0,20320.210219712386,Yes
368,Operations,Junior,Bachelor's,Average,5.7,4.9,63175.0,19.3,1.0,3.4,1.4,2,4,,No
369,Engineering,Mid,PhD,High,5.8,2.0,85715.0,6.9,4.3,2.8,13.6,0,3,35821.292348252566,No
370,Sales,Junior,PhD,High,6.4,2.8,41879.0,49.0,2.5,4.4,8.9,1,0,25610.799144700173,No
371,Sales,Mid,Bachelor's,Average,0.5,0.5,79724.0,16.7,2.6,1.8,35.4,5,1,43908.248997737246,Yes
372,Finance,Junior,Diploma,Average,2.3,1.9,43053.0,36.8,4.5,3.2,5.0,0,0,10687.086464261729,No
373,Operations,Mid,Master's,High,7.2,5.3,93288.0,23.8,1.8,1.0,26.3,4,5,,Yes
374,Finance,Mid,Bachelor's,Outstanding,1.2,0.5,123236.0,15.8,1.5,1.9,4.4,2,1,35177.29377909282,No
375,Sales,Junior,Bachelor's,High,4.0,1.4,50187.0,9.6,3.0,2.1,16.5,1,4,27663.5496708774,No
376,Operations,Junior,Bachelor's,Low,7.4,5.2,47804.0,14.0,4.9,3.2,7.4,3,2,,No
377,Engineering,Senior,PhD,High,2.5,2.0,178541.0,9.9,3.3,1.9,3.7,3,4,61493.99041082035,No
378,HR,Lead,Bachelor's,High,9.0,3.6,92633.0,19.8,4.7,4.4,3.3,4,3,16894.211047286262,No
379,Sales,Senior,Diploma,Average,3.4,2.1,114643.0,4.8,4.2,4.0,8.2,3,0,25361.838352914347,No
380,Finance,Junior,Bachelor's,Low,2.9,1.3,36206.0,1.5,2.4,,5.3,7,2,22746.086884625758,Yes
381,Engineering,Mid,Bachelor's,Average,1.9,0.8,64319.0,12.2,2.5,2.8,26.7,3,1,6138.631938072744,No
382,Engineering,Senior,Master's,Average,1.2,1.0,146431.0,8.8,1.0,3.4,12.3,2,2,18792.360392242896,No
383,HR,Mid,Master's,High,8.7,7.2,60547.0,9.0,2.4,3.6,6.4,1,4,16172.977763639698,No
384,Operations,Junior,Bachelor's,Average,13.9,2.9,51232.0,45.2,5.0,2.4,20.5,3,3,,No
385,HR,Junior,Master's,Average,3.2,1.2,26699.0,23.9,5.0,1.9,18.0,0,3,15874.404830139458,No
386,Engineering,Junior,Master's,High,4.6,1.8,20000.0,12.5,1.5,2.1,15.3,1,1,13134.950510354904,No
387,Operations,Junior,Diploma,High,6.4,2.0,30189.0,17.3,3.3,,19.4,3,1,,No
388,Operations,Junior,Bachelor's,Average,5.3,3.7,42667.0,9.5,3.2,2.2,20.9,0,2,,No
389,Finance,Mid,Bachelor's,Average,7.4,1.7,101121.0,8.1,3.6,2.9,20.4,2,3,67134.78911976478,No
390,Engineering,Senior,Bachelor's,Average,2.1,0.8,153676.0,8.2,3.7,3.2,5.6,1,1,20859.948521521983,No
391,Sales,Mid,Bachelor's,Average,9.1,4.3,99004.0,20.1,1.1,,3.3,2,5,7773.875979064014,Yes
392,Finance,Mid,Master's,Average,15.7,10.0,96559.0,20.3,4.9,3.0,2.3,1,5,56072.30191248664,No
393,Operations,Lead,Bachelor's,Average,4.0,1.4,150937.0,2.9,3.4,4.0,6.4,0,0,,No
394,Operations,Mid,PhD,Low,3.1,2.3,84150.0,2.2,3.0,2.9,7.7,0,1,,No
395,Operations,Junior,Diploma,Outstanding,2.0,1.5,42160.0,6.1,4.3,1.9,47.1,1,3,,No
396,Sales,Junior,Bachelor's,High,9.0,5.6,71378.0,15.4,3.6,2.4,4.1,4,4,39528.759465456016,No
397,Finance,Junior,Bachelor's,Outstanding,8.9,3.3,32827.0,22.8,3.1,3.5,6.2,2,2,1497.042634058207,No
398,Engineering,Mid,Diploma,Average,3.1,2.5,120893.0,23.4,2.4,3.1,17.5,1,1,10812.829108113086,No
399,Engineering,Junior,Master's,Outstanding,10.2,7.7,59869.0,3.1,1.5,1.9,6.2,2,1,84070.10475662423,No
400,Finance,Senior,Master's,Average,5.4,4.6,146389.0,15.9,2.6,3.0,25.2,1,4,60731.60286844669,No
401,HR,Mid,Bachelor's,Outstanding,5.6,2.9,61161.0,4.8,3.2,3.1,24.9,0,3,30094.63474066833,No
402,Engineering,Junior,Diploma,Average,6.0,2.6,33525.0,0.8,1.4,3.0,18.9,3,2,30492.823843104863,Yes
403,Operations,Junior,Diploma,Outstanding,4.9,1.9,59907.0,5.8,2.7,3.8,37.8,1,3,,No
404,Finance,Lead,Master's,Low,7.9,2.2,256761.0,15.1,2.0,3.6,5.9,1,4,38062.383344221984,No
405,Sales,Junior,PhD,Average,3.8,3.3,41304.0,26.6,2.2,2.8,24.9,2,3,7984.691321823171,No
406,Sales,Senior,Bachelor's,Average,3.6,2.3,146248.0,14.2,3.0,1.1,8.8,2,3,34474.17940248105,No
407,Sales,Mid,Bachelor's,High,6.0,4.1,80768.0,8.9,2.8,4.7,4.8,5,5,39524.40426998055,No
408,HR,Junior,Master's,High,4.3,2.2,38125.0,31.6,4.0,,5.1,1,2,45073.80754377959,No
409,HR,Junior,Diploma,Low,3.1,1.6,23111.0,18.9,2.2,1.2,4.4,2,5,9520.379611870712,No
410,Finance,Senior,Master's,Average,8.6,5.8,184935.0,10.5,3.6,2.7,13.1,1,2,19698.791825839093,No
411,Finance,Mid,Bachelor's,High,15.8,12.1,74478.0,2.3,5.0,2.3,22.3,2,2,3028.756360789103,No
412,Engineering,Mid,Bachelor's,Outstanding,4.4,2.9,62630.0,11.6,1.8,1.4,25.6,1,2,20000.607025753427,No
413,Operations,Mid,Master's,Average,4.8,3.9,81063.0,11.7,3.6,3.6,17.5,1,2,,No
414,Sales,Mid,Master's,Outstanding,2.5,1.0,85432.0,26.4,3.4,4.1,20.3,3,0,32790.65406246128,No
415,Finance,Senior,Bachelor's,High,3.9,1.8,175061.0,14.6,3.6,5.0,9.1,1,3,16745.013072384976,No
416,Operations,Senior,Bachelor's,Low,1.9,1.3,135376.0,8.8,3.3,3.1,5.4,2,2,,No
417,Engineering,Senior,Bachelor's,High,7.3,5.8,165063.0,35.7,3.5,2.6,5.7,2,4,10890.931368055832,No
418,Finance,Mid,Bachelor's,Outstanding,2.8,2.5,90211.0,33.5,2.5,4.0,29.1,0,0,4173.046611820962,No
419,Engineering,Mid,Bachelor's,Average,6.6,5.8,67966.0,7.4,3.9,5.0,21.8,2,4,73330.96796289067,No
420,Operations,Lead,Master's,High,6.4,4.2,91775.0,41.7,3.1,4.1,6.8,2,3,,No
421,Sales,Junior,Master's,Average,21.2,15.0,48633.0,29.8,2.8,3.4,9.3,2,2,20500.394332676704,Yes
422,HR,Mid,Bachelor's,High,9.5,7.6,114002.0,12.8,2.5,5.0,24.7,0,3,23223.101103223416,No
423,Engineering,Senior,Bachelor's,Average,5.5,1.9,186840.0,7.0,5.0,,6.0,0,4,9590.182700166857,No
424,HR,Lead,Bachelor's,Average,1.7,0.5,109681.0,5.6,2.5,2.5,4.7,1,1,46396.33203184523,No
425,Finance,Mid,Bachelor's,Average,6.7,5.7,85263.0,20.9,3.5,3.1,10.9,1,3,15678.218189156687,Yes
426,Sales,Mid,Bachelor's,Average,12.5,8.6,79796.0,7.3,5.0,3.7,32.6,4,2,20336.293601863963,No
427,Sales,Senior,Bachelor's,Outstanding,12.5,3.8,151726.0,42.8,2.1,2.8,9.5,4,0,23012.81966369746,Yes
428,Finance,Lead,Diploma,Average,7.8,2.6,279667.0,14.9,2.9,2.8,17.4,3,3,23981.56159351748,No
429,Sales,Senior,Diploma,Average,6.5,3.6,124805.0,31.6,3.0,3.5,18.9,1,5,16346.803110588877,No
430,Engineering,Junior,Diploma,Average,5.3,2.4,58152.0,31.7,3.1,3.8,6.6,3,4,23129.892873147608,No
431,Sales,Junior,Master's,Low,9.2,2.0,22865.0,16.2,3.3,2.6,8.2,1,4,5285.438330661255,No
432,Sales,Junior,Master's,Average,9.6,7.1,24181.0,20.1,2.4,2.8,10.7,2,0,28358.182966602635,No
433,Sales,Mid,Bachelor's,High,1.3,0.5,78128.0,1.6,5.0,2.0,2.4,2,5,30845.083947040206,No
434,Engineering,Mid,Master's,Low,4.1,2.4,112924.0,12.8,3.0,3.6,23.2,2,0,10149.632801228036,Yes
435,Engineering,Junior,Bachelor's,Average,6.4,1.3,33859.0,9.0,2.6,3.3,7.7,3,4,12583.366281662475,No
436,Sales,Mid,Bachelor's,Average,1.5,1.2,75547.0,3.4,3.1,1.2,1.3,1,5,7443.991304490251,No
437,Engineering,Senior,Master's,High,3.1,2.0,148829.0,15.3,2.7,4.1,2.1,1,5,57794.78847834454,No
438,HR,Junior,Master's,Low,3.2,2.0,58426.0,10.1,2.4,5.0,5.3,4,5,19670.919632519544,Yes
439,Engineering,Junior,Diploma,Low,8.6,3.8,39369.0,3.1,1.3,3.6,7.2,5,2,23381.643702501344,Yes
440,Finance,Senior,Bachelor's,High,1.1,0.3,86810.0,2.5,3.4,3.4,27.4,2,5,13047.603381045094,No
441,Sales,Lead,Bachelor's,Outstanding,4.8,2.4,194374.0,0.6,3.6,3.5,5.3,0,4,9351.77523043464,No
442,Engineering,Mid,Bachelor's,Outstanding,9.7,3.5,122713.0,6.8,1.0,1.8,14.2,0,3,50915.64320640155,No
443,Sales,Senior,Bachelor's,Average,6.2,2.4,159754.0,10.2,4.5,2.4,6.9,0,1,24814.99946005534,No
444,Sales,Mid,Bachelor's,Average,5.6,4.2,77930.0,19.7,3.4,2.3,1.1,1,3,36991.35674279686,No
445,Operations,Senior,Master's,Average,7.0,1.9,171445.0,56.2,4.2,3.3,14.7,1,0,,No
446,Engineering,Mid,Bachelor's,Low,3.0,1.7,62484.0,5.6,4.5,2.8,17.0,0,5,31402.07059887939,No
447,Engineering,Lead,Diploma,High,5.1,1.7,121762.0,9.5,3.9,2.5,6.4,1,0,46852.3879435945,No
448,Engineering,Junior,Master's,Average,2.0,1.2,26156.0,8.8,3.9,2.8,4.7,0,5,12470.168436814212,No
449,Sales,Senior,Diploma,High,1.2,0.4,99789.0,10.8,3.8,3.4,13.6,2,1,19774.274032252575,No
450,Sales,Junior,Master's,High,10.4,7.7,40232.0,5.6,2.6,3.2,7.2,1,1,42472.96384968923,No
451,Engineering,Mid,Bachelor's,High,1.5,1.1,96025.0,8.2,2.6,2.8,11.2,2,4,23268.889778523695,Yes
452,HR,Mid,Bachelor's,Average,5.1,2.1,66275.0,8.2,2.0,2.0,6.2,2,3,4751.568491971399,No
453,Engineering,Mid,Bachelor's,Outstanding,5.6,1.2,100088.0,28.5,3.5,2.1,2.8,1,1,12824.285499059577,No
454,Sales,Senior,Bachelor's,Outstanding,4.4,1.6,76948.0,2.8,2.4,1.5,19.1,0,4,10408.630971679551,No
455,Sales,Junior,Master's,High,4.2,1.3,24363.0,4.0,3.6,3.1,16.4,2,2,15879.357654597614,No
456,Engineering,Mid,Bachelor's,Outstanding,4.6,3.0,79989.0,27.3,2.7,1.7,10.0,1,2,20439.720441523827,No
457,Operations,Mid,Bachelor's,High,2.6,2.3,119472.0,6.9,3.4,2.6,11.9,2,5,,No
458,Finance,Junior,Master's,Average,11.6,4.5,59270.0,6.8,1.9,3.4,28.6,2,1,85123.69665517981,Yes
