customer_id,contract_type,payment_method,internet_service,tech_support,has_multiple_lines,senior_citizen,customer_satisfaction_level,competitor_offer_recent,tenure_months,monthly_charges_kes,total_charges_kes,num_support_tickets,partner_dependents_count,avg_monthly_data_usage_gb,satisfaction_survey_score,churn
223,One Year,Bank Transfer,Fiber Optic,No,No,Yes,Low,No,9.4,1971.0,17422.0,3,1,10.2,4.8,No
224,One Year,Mailed Check,Fiber Optic,No,Yes,No,Medium,No,8.2,3414.0,26282.0,5,1,95.6,3.3,No
225,Month-to-Month,Electronic Check,DSL,No,No,No,Low,No,53.7,3130.0,147665.0,2,3,83.1,3.4,No
226,One Year,Electronic Check,DSL,No,No,No,Medium,No,69.9,4339.0,318314.0,2,1,67.4,3.7,No
227,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,High,No,31.7,5230.0,157933.0,2,2,140.5,3.3,No
228,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Low,Yes,8.4,610.0,5377.0,3,2,43.0,4.7,Yes
229,Month-to-Month,Electronic Check,DSL,No,Yes,No,High,Yes,72.0,5244.0,388086.0,1,0,76.5,3.3,Yes
230,Two Year,Electronic Check,DSL,No,No,Yes,High,Yes,20.6,3704.0,80120.0,4,1,29.9,4.1,No
231,Two Year,Electronic Check,Fiber Optic,No,No,No,Medium,Yes,17.3,1825.0,32926.0,2,0,40.2,3.2,No
232,One Year,Electronic Check,DSL,No,Yes,No,Medium,No,35.5,5304.0,184464.0,2,3,17.3,3.3,No
233,Two Year,Electronic Check,Fiber Optic,No,No,No,High,No,32.1,3084.0,102942.0,3,1,37.3,3.7,No
234,One Year,Electronic Check,Fiber Optic,No,No,No,Medium,No,33.6,6125.0,193832.0,1,2,31.1,,Yes
235,Month-to-Month,Bank Transfer,None,No,No,No,Medium,No,54.6,1894.0,98722.0,3,2,,4.1,No
236,Month-to-Month,Mailed Check,None,No,No,Yes,Low,No,15.1,3546.0,52563.0,2,0,,3.1,No
237,Month-to-Month,Electronic Check,None,No,Yes,Yes,High,Yes,26.9,3167.0,84987.0,3,2,,3.6,Yes
238,Month-to-Month,Bank Transfer,None,No,No,No,Medium,Yes,31.0,3486.0,107260.0,2,1,,4.3,No
239,One Year,Credit Card,None,No,No,No,High,No,35.3,6263.0,226339.0,2,2,,3.4,No
240,Two Year,Credit Card,Fiber Optic,No,Yes,Yes,Low,No,47.1,5315.0,254553.0,1,1,11.0,2.4,No
241,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,Medium,No,14.4,2466.0,33979.0,0,0,84.2,,No
242,One Year,Mailed Check,Fiber Optic,Yes,No,No,Low,No,6.3,4171.0,27148.0,2,1,52.8,5.0,No
243,Month-to-Month,Bank Transfer,None,No,No,No,Medium,No,33.3,4124.0,140386.0,3,0,,5.0,No
244,Two Year,Bank Transfer,None,No,Yes,No,Low,No,7.9,4272.0,33368.0,0,2,,3.3,No
245,One Year,Credit Card,DSL,No,No,No,High,Yes,20.5,3315.0,69984.0,2,0,23.6,3.9,No
246,One Year,Credit Card,DSL,No,Yes,No,Low,No,7.5,703.0,5595.0,1,0,70.3,3.8,No
247,One Year,Electronic Check,Fiber Optic,Yes,No,No,Medium,No,50.9,4184.0,212217.0,4,1,50.8,2.3,No
248,One Year,Electronic Check,DSL,No,No,No,Medium,No,30.4,3542.0,113305.0,0,2,8.6,3.4,No
249,Month-to-Month,Electronic Check,DSL,Yes,No,No,Medium,No,72.0,6836.0,506198.0,1,0,22.2,3.9,Yes
250,Month-to-Month,Electronic Check,None,No,Yes,No,Medium,No,14.8,4028.0,59428.0,3,0,,4.9,No
251,One Year,Electronic Check,None,No,Yes,No,Low,Yes,46.0,3720.0,176594.0,2,2,,3.4,No
252,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,High,Yes,50.8,5524.0,251650.0,1,2,27.6,3.6,No
253,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,No,Medium,Yes,15.4,2632.0,41113.0,2,0,55.2,4.7,Yes
254,One Year,Credit Card,Fiber Optic,No,No,No,High,No,17.8,3616.0,61373.0,2,1,136.3,3.0,No
255,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,High,No,64.8,5572.0,354432.0,2,1,121.1,4.4,No
256,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,Low,No,9.9,6201.0,58777.0,1,2,29.8,2.5,Yes
257,Month-to-Month,Bank Transfer,None,No,Yes,No,High,No,72.0,3307.0,240977.0,2,2,,3.8,No
258,Month-to-Month,Electronic Check,None,Yes,No,No,Medium,No,36.8,1681.0,65536.0,2,1,,2.4,No
259,Month-to-Month,Bank Transfer,DSL,No,Yes,No,High,No,33.7,5690.0,187708.0,2,0,23.2,4.4,No
260,Month-to-Month,Credit Card,None,No,No,No,High,Yes,10.9,3991.0,43283.0,1,0,,4.7,No
261,Month-to-Month,Electronic Check,None,No,No,No,Medium,No,30.2,2473.0,73486.0,1,3,,2.4,No
262,Two Year,Mailed Check,Fiber Optic,No,No,No,High,Yes,10.7,766.0,8119.0,1,2,68.9,4.5,No
263,Month-to-Month,Bank Transfer,DSL,No,Yes,No,High,No,3.6,3937.0,14015.0,0,0,5.5,4.5,No
264,Month-to-Month,Credit Card,Fiber Optic,No,No,No,High,No,21.6,4606.0,94837.0,1,2,26.3,2.3,Yes
265,One Year,Credit Card,None,No,No,No,Medium,Yes,72.0,2692.0,209882.0,1,1,,3.5,No
266,One Year,Credit Card,Fiber Optic,No,No,No,High,No,31.0,5942.0,182710.0,1,1,80.4,4.1,No
267,Two Year,Credit Card,Fiber Optic,No,No,No,Low,No,72.0,5023.0,343583.0,1,1,111.8,5.0,No
268,Two Year,Credit Card,Fiber Optic,Yes,No,No,High,No,12.0,3515.0,40425.0,1,1,41.2,2.4,No
269,Two Year,Credit Card,None,No,No,No,Low,No,41.7,3223.0,130724.0,1,0,,4.5,No
270,One Year,Electronic Check,Fiber Optic,Yes,Yes,No,Medium,Yes,46.5,3762.0,164804.0,2,1,80.5,5.0,No
271,One Year,Credit Card,None,No,No,No,Low,No,28.0,4439.0,122003.0,2,1,,5.0,No
272,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,Medium,No,21.6,5563.0,113081.0,1,1,97.1,3.2,No
273,One Year,Electronic Check,Fiber Optic,No,No,No,High,No,24.2,4889.0,128374.0,1,1,33.0,4.7,No
274,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,Medium,No,28.8,2838.0,86867.0,1,1,22.2,1.8,Yes
275,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,Low,No,14.1,3750.0,50851.0,2,1,49.7,2.7,Yes
276,Month-to-Month,Electronic Check,None,No,Yes,No,Medium,Yes,50.4,7308.0,369128.0,1,0,,4.0,Yes
277,One Year,Credit Card,DSL,Yes,No,No,Medium,No,7.9,4928.0,38897.0,1,2,38.9,4.3,No
278,Month-to-Month,Electronic Check,DSL,No,No,No,Medium,No,56.1,2464.0,134377.0,2,0,43.9,5.0,No
279,One Year,Credit Card,Fiber Optic,No,Yes,No,Low,No,16.3,4131.0,67693.0,1,1,53.8,4.6,No
280,One Year,Credit Card,Fiber Optic,No,No,No,Medium,No,64.6,6043.0,386658.0,2,0,32.4,4.3,No
281,Two Year,Bank Transfer,None,Yes,No,No,Medium,No,39.8,5356.0,217749.0,0,2,,3.4,No
282,Two Year,Mailed Check,None,No,Yes,No,Medium,No,55.5,3126.0,190312.0,2,2,,1.8,No
283,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Medium,No,10.2,2271.0,22326.0,2,0,30.7,2.6,No
284,Month-to-Month,Credit Card,DSL,No,No,No,Low,No,41.7,2159.0,96487.0,2,0,19.8,4.1,No
285,Two Year,Credit Card,DSL,No,No,No,High,No,6.7,3620.0,23995.0,1,1,25.0,2.5,No
286,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,Medium,No,7.4,3083.0,21577.0,3,0,96.7,1.6,Yes
287,Month-to-Month,Electronic Check,None,No,Yes,Yes,Low,No,30.2,5387.0,155863.0,2,0,,3.0,No
288,Two Year,Electronic Check,Fiber Optic,Yes,No,No,High,Yes,8.6,4163.0,35799.0,4,2,5.1,2.7,Yes
289,Month-to-Month,Credit Card,DSL,Yes,No,No,Medium,No,63.0,3413.0,205236.0,2,1,47.9,5.0,No
290,Month-to-Month,Bank Transfer,DSL,No,No,No,Medium,Yes,44.0,4071.0,172060.0,0,0,49.1,4.9,No
291,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,High,No,30.3,2149.0,62122.0,0,3,36.3,3.7,No
292,One Year,Electronic Check,Fiber Optic,Yes,Yes,No,Medium,Yes,72.0,2929.0,185186.0,4,1,58.5,4.5,No
293,Month-to-Month,Mailed Check,DSL,Yes,Yes,No,Low,No,6.8,6005.0,43295.0,0,0,62.6,2.6,No
294,Month-to-Month,Bank Transfer,DSL,No,No,No,High,Yes,8.3,2144.0,18781.0,0,1,57.5,3.7,No
295,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Medium,No,17.7,5416.0,88738.0,1,1,26.0,2.1,No
296,Month-to-Month,Bank Transfer,None,No,Yes,No,Medium,Yes,62.8,3254.0,211330.0,4,0,,3.5,No
297,Month-to-Month,Electronic Check,None,No,No,No,Low,No,12.0,2445.0,30332.0,1,0,,4.6,No
298,One Year,Mailed Check,None,No,No,Yes,High,No,38.4,5263.0,198503.0,2,0,,5.0,No
299,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,High,No,34.6,1892.0,65659.0,1,0,15.5,1.3,No
300,One Year,Credit Card,DSL,Yes,No,No,High,Yes,17.4,5274.0,96397.0,0,3,143.8,3.6,No
301,Month-to-Month,Electronic Check,DSL,No,Yes,No,Low,No,30.5,5387.0,155183.0,2,0,29.3,3.1,Yes
302,One Year,Credit Card,Fiber Optic,No,Yes,No,Low,No,22.6,2516.0,61654.0,2,1,42.3,3.9,No
303,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Medium,No,28.6,2254.0,65322.0,2,2,39.4,3.8,No
304,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,Yes,Medium,Yes,63.7,1093.0,70786.0,4,1,128.6,1.9,Yes
305,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,Medium,No,39.4,3020.0,120054.0,0,1,45.3,,No
306,Month-to-Month,Credit Card,None,No,No,Yes,High,Yes,50.3,4249.0,202216.0,1,1,,4.7,No
307,One Year,Credit Card,None,Yes,No,No,Medium,No,10.6,2766.0,29396.0,2,2,,1.3,No
308,Two Year,Electronic Check,DSL,Yes,No,No,High,No,57.6,3704.0,215179.0,1,0,23.7,3.1,No
309,One Year,Credit Card,DSL,Yes,Yes,Yes,Low,No,26.3,4760.0,124572.0,3,1,19.0,4.4,No
310,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,No,Low,No,15.9,3545.0,59849.0,2,0,38.5,3.7,Yes
311,Month-to-Month,Mailed Check,None,Yes,No,No,Medium,No,27.4,3926.0,109387.0,1,2,,3.3,No
312,One Year,Credit Card,Fiber Optic,No,Yes,No,High,Yes,11.4,4824.0,53084.0,2,0,24.3,3.3,No
313,Month-to-Month,Mailed Check,None,No,No,No,Medium,No,48.1,6971.0,311668.0,3,1,,3.6,No
314,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Medium,Yes,72.0,2944.0,198433.0,1,1,70.3,4.7,No
315,One Year,Mailed Check,None,No,No,No,Low,No,55.5,4244.0,226195.0,2,1,,,No
316,Two Year,Credit Card,None,Yes,No,No,Low,No,11.7,2797.0,32791.0,1,1,,2.9,No
317,Month-to-Month,Bank Transfer,DSL,Yes,No,No,High,No,23.8,6568.0,161797.0,1,1,37.1,3.9,No
318,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,Low,No,38.7,4197.0,166466.0,4,3,16.0,3.0,No
319,One Year,Credit Card,Fiber Optic,No,Yes,No,Medium,No,25.7,2331.0,59733.0,0,2,17.9,3.2,No
320,One Year,Bank Transfer,DSL,No,No,No,Medium,No,43.7,3613.0,140406.0,2,2,42.9,1.0,No
321,One Year,Electronic Check,None,No,Yes,No,High,No,72.0,4195.0,296045.0,1,1,,3.1,No
322,One Year,Electronic Check,None,Yes,Yes,No,High,No,62.6,4687.0,275984.0,0,0,,5.0,No
323,Month-to-Month,Electronic Check,DSL,No,No,No,Medium,No,27.5,6844.0,191077.0,2,0,38.0,3.3,No
324,Two Year,Credit Card,Fiber Optic,Yes,No,No,Medium,No,18.6,5554.0,106574.0,1,3,47.9,2.8,No
325,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,Low,No,55.2,4116.0,220196.0,0,2,92.5,4.9,No
326,Month-to-Month,Credit Card,DSL,No,No,No,High,No,71.6,4113.0,283078.0,0,2,98.6,2.5,No
327,One Year,Electronic Check,Fiber Optic,No,No,No,Medium,Yes,12.5,3351.0,38333.0,2,1,29.0,3.1,No
328,One Year,Electronic Check,DSL,No,Yes,No,Medium,No,32.3,2652.0,82749.0,3,0,69.7,1.3,No
329,Month-to-Month,Credit Card,DSL,Yes,No,No,Medium,Yes,24.4,1372.0,31578.0,2,0,26.3,2.6,Yes
330,Month-to-Month,Mailed Check,DSL,No,No,No,Medium,No,72.0,1444.0,110063.0,3,0,93.7,3.8,No
331,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,No,Medium,No,23.5,4597.0,109822.0,1,0,83.8,2.3,Yes
332,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,Low,No,22.5,5376.0,116386.0,2,0,36.6,3.8,Yes
333,Month-to-Month,Bank Transfer,DSL,No,Yes,No,Low,No,43.9,3380.0,144135.0,2,2,38.7,3.3,No
334,One Year,Credit Card,Fiber Optic,No,No,No,Medium,No,25.0,2232.0,52727.0,0,0,21.4,1.5,No
335,Two Year,Credit Card,None,No,No,No,Medium,No,43.6,2926.0,127623.0,6,1,,2.6,No
336,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,Low,No,6.3,2602.0,15419.0,1,2,36.2,1.9,Yes
337,One Year,Electronic Check,Fiber Optic,No,Yes,No,Medium,No,17.8,5053.0,85780.0,1,1,105.6,4.4,No
338,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No,High,No,13.8,2339.0,31909.0,3,1,46.5,4.1,No
339,Month-to-Month,Electronic Check,None,Yes,No,Yes,Medium,No,13.3,3810.0,51234.0,0,2,,3.3,No
340,Month-to-Month,Credit Card,DSL,No,No,No,High,No,21.8,4298.0,94146.0,3,0,17.2,4.9,No
341,One Year,Electronic Check,DSL,No,No,No,Medium,No,3.7,1359.0,5789.0,2,2,65.8,3.0,No
342,Month-to-Month,Electronic Check,DSL,Yes,No,No,High,No,33.5,5065.0,166095.0,1,1,52.3,3.4,No
343,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Medium,Yes,21.7,3788.0,80630.0,1,1,92.7,3.2,Yes
344,Month-to-Month,Bank Transfer,DSL,No,Yes,Yes,Low,No,34.5,3678.0,138624.0,2,1,48.3,2.9,No
345,Month-to-Month,Electronic Check,DSL,No,No,No,Low,No,20.7,2149.0,40740.0,2,1,26.1,2.0,No
346,Month-to-Month,Credit Card,DSL,No,No,No,High,No,54.9,2318.0,124722.0,0,1,18.0,3.3,No
347,Two Year,Electronic Check,None,No,Yes,Yes,Low,No,53.3,4690.0,255033.0,1,3,,3.8,No
348,One Year,Electronic Check,DSL,No,Yes,No,Medium,No,63.4,4313.0,291320.0,3,0,55.0,2.1,No
349,Two Year,Electronic Check,DSL,No,Yes,Yes,High,No,5.1,3471.0,18434.0,2,1,64.1,4.4,No
350,Month-to-Month,Electronic Check,DSL,No,Yes,No,Medium,No,47.0,3499.0,159661.0,2,0,50.8,3.8,No
351,Month-to-Month,Electronic Check,DSL,No,No,No,High,No,12.6,2370.0,31383.0,0,2,8.7,3.4,No
352,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Medium,No,48.3,3685.0,182507.0,2,1,68.6,4.8,No
353,Month-to-Month,Credit Card,None,No,Yes,No,Low,No,58.9,3677.0,202571.0,1,3,,1.0,No
354,Two Year,Electronic Check,Fiber Optic,No,Yes,No,High,Yes,64.7,4026.0,261170.0,2,0,113.7,4.5,No
355,Month-to-Month,Mailed Check,DSL,No,Yes,No,Low,No,24.2,4189.0,93599.0,1,2,78.8,3.9,No
356,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Medium,Yes,55.5,3406.0,202120.0,2,0,18.8,4.0,Yes
357,One Year,Electronic Check,DSL,Yes,No,Yes,Medium,No,25.6,2763.0,69812.0,1,1,22.8,3.4,No
358,One Year,Bank Transfer,Fiber Optic,No,No,No,Medium,No,67.5,4956.0,335739.0,1,1,17.0,4.4,No
359,One Year,Electronic Check,None,Yes,No,No,Low,Yes,9.5,5762.0,58915.0,4,0,,1.4,Yes
360,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Low,No,14.3,2859.0,39906.0,2,0,26.7,3.2,No
361,Month-to-Month,Electronic Check,DSL,No,Yes,Yes,High,No,27.8,2759.0,73471.0,2,0,106.9,2.1,No
362,Month-to-Month,Credit Card,DSL,Yes,No,No,Medium,No,8.6,6019.0,48599.0,0,0,22.6,3.8,Yes
363,One Year,Credit Card,DSL,Yes,No,No,Medium,No,19.1,2285.0,43641.0,1,1,53.8,4.4,No
364,Two Year,Electronic Check,DSL,No,No,No,Medium,No,39.7,4268.0,172045.0,3,0,46.9,4.0,No
365,Month-to-Month,Bank Transfer,None,Yes,Yes,No,Low,No,2.7,3835.0,9702.0,1,1,,2.6,No
366,Month-to-Month,Mailed Check,None,No,No,No,Medium,Yes,45.0,4490.0,199952.0,3,0,,3.2,No
367,Month-to-Month,Bank Transfer,None,No,No,No,Low,No,14.4,2082.0,28941.0,1,1,,4.5,No
368,Month-to-Month,Electronic Check,DSL,No,Yes,No,Medium,No,6.9,1822.0,13218.0,1,1,28.6,4.3,No
369,Month-to-Month,Electronic Check,None,No,No,No,Low,No,33.0,2861.0,96081.0,2,1,,3.5,No
370,Month-to-Month,Electronic Check,DSL,No,Yes,No,High,No,45.0,4366.0,208208.0,1,2,83.5,2.8,No
371,Two Year,Bank Transfer,DSL,No,No,No,Low,No,62.0,2643.0,162016.0,0,3,36.2,4.7,No
372,Month-to-Month,Credit Card,DSL,Yes,Yes,Yes,Low,No,30.1,2821.0,79064.0,3,1,62.4,2.7,Yes
373,Month-to-Month,Electronic Check,None,Yes,No,Yes,Medium,No,23.0,4269.0,97493.0,1,1,,5.0,No
374,One Year,Credit Card,Fiber Optic,Yes,No,No,Medium,No,51.3,5386.0,261219.0,0,0,42.9,4.0,No
375,Two Year,Bank Transfer,Fiber Optic,No,No,No,High,No,42.7,5605.0,207126.0,3,1,37.8,3.8,No
376,One Year,Mailed Check,DSL,No,Yes,No,Medium,Yes,3.6,500.0,1636.0,4,0,73.3,2.2,No
377,One Year,Electronic Check,Fiber Optic,No,Yes,No,Medium,Yes,4.2,2274.0,8835.0,0,2,60.5,2.5,No
378,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,High,No,46.7,1817.0,77169.0,2,2,43.4,3.1,No
379,Two Year,Electronic Check,DSL,Yes,No,Yes,Medium,No,49.3,7280.0,354844.0,2,0,24.4,5.0,No
380,Month-to-Month,Credit Card,DSL,Yes,No,No,Low,No,40.2,4308.0,176806.0,4,2,27.9,2.5,No
381,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,No,Low,No,17.6,4651.0,80273.0,0,0,17.3,4.5,Yes
382,One Year,Credit Card,Fiber Optic,Yes,No,No,High,No,50.6,5089.0,282839.0,5,0,48.2,3.5,No
383,One Year,Mailed Check,Fiber Optic,No,No,No,Medium,No,41.8,3315.0,134435.0,0,0,27.3,3.9,No
384,One Year,Bank Transfer,Fiber Optic,No,No,No,Medium,No,67.5,3840.0,263990.0,0,1,36.7,4.0,No
385,Month-to-Month,Electronic Check,DSL,No,No,No,Medium,No,26.7,3606.0,95244.0,0,1,104.7,3.3,No
386,Month-to-Month,Mailed Check,DSL,No,No,No,Low,No,20.8,1296.0,26646.0,3,2,21.9,4.1,No
387,Month-to-Month,Mailed Check,DSL,Yes,No,No,Low,No,44.1,3865.0,169048.0,3,1,40.4,1.8,No
388,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No,High,Yes,23.9,1786.0,41467.0,0,0,42.0,2.8,No
389,Month-to-Month,Electronic Check,None,Yes,Yes,No,Medium,No,3.9,3436.0,13931.0,2,2,,4.6,Yes
390,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,High,No,3.6,3611.0,13059.0,4,2,35.1,4.3,Yes
391,One Year,Electronic Check,None,No,Yes,Yes,High,Yes,19.9,2409.0,42345.0,2,3,,4.6,No
392,Month-to-Month,Mailed Check,DSL,No,No,No,Low,Yes,39.4,2140.0,81576.0,3,0,6.7,4.9,No
393,Month-to-Month,Bank Transfer,DSL,Yes,No,No,High,No,5.3,4941.0,26291.0,1,2,21.1,3.3,No
394,Month-to-Month,Bank Transfer,DSL,No,No,No,Low,No,7.2,2870.0,19577.0,1,0,99.2,3.8,No
395,Month-to-Month,Credit Card,None,No,No,No,Low,No,13.4,1439.0,19018.0,2,1,,4.0,No
396,Month-to-Month,Bank Transfer,DSL,No,Yes,Yes,High,No,33.1,4550.0,142810.0,2,0,74.2,4.1,No
397,Two Year,Credit Card,DSL,Yes,Yes,Yes,Medium,No,28.1,500.0,14823.0,2,0,64.3,4.6,No
398,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,Yes,High,No,38.4,500.0,19935.0,3,0,14.7,3.3,No
399,Month-to-Month,Credit Card,None,Yes,No,No,Low,No,40.2,2911.0,117312.0,1,3,,2.9,No
400,Two Year,Bank Transfer,DSL,Yes,No,No,Medium,No,41.3,3652.0,138402.0,0,2,51.0,2.2,No
401,Month-to-Month,Electronic Check,DSL,Yes,No,Yes,Medium,No,12.8,5021.0,64041.0,0,1,69.3,1.5,Yes
402,Month-to-Month,Bank Transfer,DSL,Yes,No,No,High,No,20.5,4879.0,101569.0,0,1,89.9,1.9,No
403,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Low,No,16.8,2862.0,44509.0,0,2,117.3,2.7,No
404,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,High,No,60.1,4692.0,286732.0,2,0,63.2,3.9,No
405,Month-to-Month,Bank Transfer,None,No,Yes,No,Low,No,35.7,3455.0,127833.0,1,0,,3.2,No
406,Month-to-Month,Bank Transfer,DSL,Yes,Yes,No,Medium,No,7.1,4334.0,31142.0,3,1,56.8,2.9,Yes
407,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,Low,Yes,16.9,3248.0,56279.0,0,2,11.3,3.6,Yes
408,Month-to-Month,Bank Transfer,None,No,Yes,No,Medium,No,27.4,3828.0,104182.0,2,1,,4.2,No
409,Month-to-Month,Bank Transfer,DSL,No,No,Yes,High,No,30.1,5725.0,177215.0,3,2,67.7,3.2,No
410,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Low,No,23.0,2096.0,53003.0,4,3,29.5,3.0,No
411,Month-to-Month,Bank Transfer,None,No,No,No,High,Yes,60.6,2489.0,151384.0,1,1,,2.5,No
412,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,High,No,7.0,3978.0,27978.0,3,1,72.0,4.5,Yes
413,Month-to-Month,Bank Transfer,None,No,No,No,Medium,No,66.8,7470.0,483595.0,1,1,,4.2,No
414,Two Year,Credit Card,DSL,No,Yes,No,Low,No,43.7,5126.0,211993.0,1,2,24.4,4.8,No
415,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,Medium,No,39.8,5602.0,235731.0,1,1,23.9,5.0,No
416,Month-to-Month,Electronic Check,DSL,Yes,No,No,Medium,No,49.8,5456.0,278883.0,0,1,16.3,4.0,No
417,Month-to-Month,Mailed Check,None,No,No,No,Low,No,72.0,1926.0,147968.0,0,2,,1.9,No
418,Month-to-Month,Electronic Check,None,No,Yes,No,Medium,No,69.9,4718.0,334119.0,1,1,,2.5,No
419,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,Yes,High,Yes,20.2,6902.0,149091.0,1,2,54.1,3.1,No
420,Month-to-Month,Mailed Check,DSL,No,No,No,Medium,No,8.3,1141.0,10877.0,3,2,58.3,2.6,No
421,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,Medium,No,27.2,5446.0,139941.0,2,4,38.0,3.2,Yes
422,One Year,Electronic Check,DSL,No,No,No,High,No,32.8,7387.0,247678.0,1,1,57.8,3.0,No
423,Month-to-Month,Electronic Check,DSL,No,Yes,No,Medium,No,23.1,2623.0,57479.0,3,1,16.9,3.8,No
424,Month-to-Month,Bank Transfer,None,No,Yes,No,Medium,No,72.0,3658.0,274801.0,1,0,,3.5,No
425,Month-to-Month,Bank Transfer,DSL,No,No,No,Medium,No,16.7,4089.0,68292.0,4,0,88.3,3.4,No
426,One Year,Bank Transfer,Fiber Optic,Yes,Yes,No,Medium,No,37.0,3645.0,155013.0,5,1,39.3,2.7,No
427,Two Year,Credit Card,None,No,No,No,High,No,12.0,3874.0,45775.0,0,2,,4.0,No
428,Month-to-Month,Mailed Check,DSL,No,Yes,Yes,High,No,72.0,2911.0,220617.0,0,2,48.8,2.6,No
429,Month-to-Month,Mailed Check,None,Yes,Yes,Yes,High,No,4.1,6547.0,29501.0,3,1,,2.6,Yes
430,One Year,Electronic Check,None,No,Yes,No,Medium,Yes,25.4,2398.0,69956.0,0,2,,2.6,No
431,Month-to-Month,Credit Card,None,No,No,No,Low,No,13.2,1586.0,20168.0,1,1,,5.0,No
432,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Low,No,72.0,4391.0,312473.0,1,1,105.7,2.3,No
433,Two Year,Credit Card,Fiber Optic,No,Yes,No,Low,Yes,4.5,3798.0,16526.0,1,1,66.7,3.1,No
434,Two Year,Credit Card,Fiber Optic,Yes,No,No,High,No,33.8,5106.0,179393.0,3,4,34.9,1.9,No
435,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,Medium,No,28.3,2278.0,64813.0,2,2,57.1,3.0,No
436,One Year,Electronic Check,None,No,Yes,No,High,No,40.4,3987.0,159471.0,0,2,,4.3,No
437,Two Year,Credit Card,DSL,No,No,Yes,High,Yes,9.8,3792.0,37277.0,1,1,37.1,3.7,No
438,Month-to-Month,Credit Card,DSL,No,No,No,High,No,12.0,2848.0,35212.0,3,1,84.1,4.5,No
439,One Year,Bank Transfer,Fiber Optic,No,Yes,No,High,No,33.4,4754.0,172471.0,1,0,73.9,2.1,No
440,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Medium,Yes,14.9,4185.0,62601.0,1,0,69.7,3.7,Yes
441,Month-to-Month,Electronic Check,DSL,No,No,No,High,No,11.2,4688.0,48872.0,4,1,105.2,2.6,No
442,One Year,Bank Transfer,Fiber Optic,No,Yes,No,Medium,Yes,37.4,5160.0,193611.0,6,2,51.7,1.9,Yes
443,Month-to-Month,Bank Transfer,None,Yes,Yes,No,High,No,4.1,1467.0,6112.0,1,0,,3.9,No
444,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,Low,No,14.1,3083.0,42066.0,0,2,70.0,2.9,No
445,One Year,Bank Transfer,Fiber Optic,No,No,No,High,No,44.2,5011.0,213438.0,4,0,39.2,2.9,No
446,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,Medium,No,20.9,6315.0,135127.0,0,2,46.7,3.2,Yes
447,Month-to-Month,Electronic Check,DSL,Yes,No,No,Low,No,13.4,3039.0,38658.0,2,0,14.8,3.3,Yes
448,One Year,Electronic Check,Fiber Optic,No,No,Yes,Medium,Yes,62.7,5853.0,350152.0,0,1,70.0,3.1,No
